ESTACIàN;CàDIGO;X=N;Y=E;MUNICIPIO;CUENCA;A¥O;ENERO;FEBRERO;MARZO;ABRIL;MAYO;JUNIO;JULIO;AGOSTO;SEPTIEMBRE;OCTUBRE;NOVIEMBRE;DICIEMBRE;SUMAMESES;PROMEDIOMESES;PROMEDIOMESESNOCERO
La Lumbre;2120525;1003730;987701;Santafe de Bogot ;R. Tunjuelo;1955;27;16,5;76,5;70,5;47,2;62;73,4;11;95,2;148,5;71,5;81;780,3;65,03;65,03
Barrancas;2120633;1062200;1025740;Tausa;R. Checua;1974;35;69,2;53,8;80,3;92,6;31,6;33;23,2;55,8;55,1;117,6;20;667,2;55,6;55,6
La Uni¢n;2120055;1030640;980540;Subachoque;R. Subachoque;1991;80,5;42;218;94;180;32,5;34,5;38,5;76;42,5;106,5;75,5;1020,5;85,04;85,04
Argelia;2120644;974200;925400;Ricaurte;R. Bogot ;2009;86;27,2;190,1;97,2;82,7;36;7,1;67;91,3;22,2;113,5;39,8;860,1;71,68;71,68
El Hato No. 5;2401056;1068490;1013862;Carmen de Carupa;R. El Hato;1977;40;36;126;239;112;86;52;55;163;146;155;46;1256;104,67;104,67
Do¤a Juana;2120630;992300;993700;Santafe de Bogot ;R. Tunjuelo;2000;31,6;87,2;93,4;75,6;86,2;40,1;49,7;56,7;59,8;64,7;44,7;29,7;719,4;59,95;59,95
Represa del Neusa;2120541;1060090;1011400;Cogua;Emb. Neusa;2012;64,8;44,1;108,7;194,9;82,1;52,8;143,4;87,1;45,4;121,7;97,9;26,8;1069,7;89,14;89,14
Tisquesusa;2120631;1021250;977080;Facatativ ;R. Subachoque;1989;5;33;93,7;14,3;66,3;38,6;36,9;22,3;73;109,4;30,2;33,2;555,9;46,33;46,33
El Triangulo;2401039;1078310;1051230;Lenguazaque;R. Lenguazaque;2000;76,8;83,2;77,3;54,2;131,1;179,2;163,6;82,8;107,8;172,1;62,8;86,4;1277,3;106,44;106,44
Tota;3509506;1107000;1121000;Tota;Lag. Tota;1981;4;34;12;176;201;112;120,2;102,1;92,4;113,8;112;15,7;1095,2;91,27;91,27
Paraiso Perdido;2120634;987300;976800;Sibat‚;Emb. Mu¤a;2010;0;34;19,1;222,7;111,3;83,7;123,2;44,1;44,7;104,8;162,8;83,9;1034,3;86,19;94,03
El Mu¤a;2120561;993600;981280;Sibat‚;Emb. Mu¤a;1999;36,1;54,5;67,5;74,7;86,8;111,7;24,2;36,7;58,1;87,4;78,4;17;733,1;61,09;61,09
El Mu¤a;2120561;993600;981280;Sibat‚;Emb. Mu¤a;1996;30,2;59,3;77,3;61,9;59,4;41,1;44,9;37,4;26,4;54,8;40,5;28,8;562;46,83;46,83
San Miguel de Sema;2401531;1102290;1040620;San Miguel de Sema;Lag. F£quene;1985;30,3;1,1;70;143,1;123,1;21,4;27,1;71,2;126,1;215,3;28;52,7;909,4;75,78;75,78
Guerrero;2120214;1057250;1003780;Zipaquir ;R. Fr¡o;2014;33,4;71,1;136,6;59,2;128,5;101,8;106;30,6;2,9;113,1;112,4;50,8;946,4;78,87;78,87
Potrerito;3509505;1097510;1125520;Aquitania;Lag. Tota;1982;5,8;34,4;38,3;179,6;132,5;76,8;93,2;94,2;62,8;56,2;68,2;20;862;71,83;71,83
Sutatausa;2401521;1071880;1025020;Sutatausa;R. Suta;1978;0;36,2;71,8;170,3;90,5;28,5;15,6;12,4;51,8;110,2;33,6;29,1;650;54,17;59,09
Lag del Indio;2120184;978500;959200;Viot ;R. Calandaima;2018;60,8;492,3;335,8;302,8;124,1;0;0;0;0;0;0;0;1315,8;109,65;263,16
El Hato No. 1;2401052;1077060;1017125;Carmen de Carupa;R. El Hato;2014;25;59;17;59;100;59;36;35;34;71;100;57;652;54,33;54,33
Torca;2120077;1021800;1005320;Santafe de Bogot ;R. Bogot ;1985;43;9;27;50;104;54;84;50;134;113;56;83;807;67,25;67,25
Represa Sisga;2120539;1054000;1038500;Chocont ;Emb. Sisga;2002;4,4;14,6;90,8;106,4;90,4;179,5;99,9;179,6;72,8;60,5;50,5;19;968,4;80,7;80,7
Tapias;2401028;1077715;1040005;Lenguazaque;R. Lenguazaque;2003;0;27,8;9;0;0;0;0;0;0;0;0;0;36,8;3,07;18,4
Barrancas;2120633;1062200;1025740;Tausa;R. Checua;1997;64,7;7,4;20,6;38,1;39,6;44,9;99,8;66,2;26,4;43,6;39,7;4,2;495,2;41,27;41,27
Tatambo;2120636;967800;924000;Ricaurte;R. Bogot ;1996;90,7;59,6;135,6;103,8;164,9;54,4;34,9;47,3;111,4;259,4;52,8;20,6;1135,4;94,62;94,62
El Hato No. 6;2401057;1070440;1015450;Carmen de Carupa;R. El Hato;2018;65;73;147;102;115;0;0;0;0;0;0;0;502;41,83;100,4
Las Violetas;2120637;973395;931870;Agua de Dios;R. Bogot ;1997;42,3;56,9;94,4;113,2;69,8;118,2;2;0;10,1;21,7;62,2;81,7;672,5;56,04;61,14
Alto Saboya;2401520;1123700;1029290;Saboy ;R. Su rez;1962;7,2;18,2;119,3;0;0;0;0;78,5;35,7;147,5;141,4;69,9;617,7;51,48;77,21
La Esperanza;2120647;1012750;961000;La Mesa;R. Apulo;2010;69;57,7;49,2;285,4;289,9;172,1;32,2;140,9;104,9;221,7;415,3;158,9;1997,2;166,43;166,43
San Jos‚;2120080;1026900;1020940;Guasca;Emb. Tomin‚;2018;36,6;33,5;70,4;118,1;106,2;0;0;0;0;0;0;0;364,8;30,4;72,96
Torca;2120077;1021800;1005320;Santafe de Bogot ;R. Bogot ;1981;21;79,5;57;243;377,5;118,5;67;136;140;179,5;275;127;1821;151,75;151,75
Campobello;2120173;1018200;974300;Madrid;R. Bojac ;2018;83,7;31,5;35,9;117,7;212,2;0;0;0;0;0;0;0;481;40,08;96,2
La Virginia;2120046;1037985;1001130;Tabio;R. Fr¡o;1955;25,3;42;93,2;204,8;71,1;116,4;107,7;46,2;84,9;211,4;113,6;119,6;1236,2;103,02;103,02
La Lumbre;2120525;1003730;987701;Santafe de Bogot ;R. Tunjuelo;1975;6;50;80,5;45;109,5;41,5;36;67,5;53;59;67,5;98;713,5;59,46;59,46
Salucio;2120027;1057200;1039700;Chocont ;R. Bogot ;2009;37,3;24,4;54,4;60,6;52,3;80,6;132,8;99,3;43,8;81,7;7,4;7,6;682,2;56,85;56,85
Sop¢ Yerbabuenita;2120014;1035140;1014527;Sop¢;R. Teusac ;1952;61;19;96;144;172;0;124;85;45;41;159;42,5;988,5;82,38;89,86
Paraiso Perdido;2120634;987300;976800;Sibat‚;Emb. Mu¤a;1996;0;0;0;0;0;0;0;0;0;0;0;16,8;16,8;1,4;16,8
El Hato;2401035;1076620;1019050;Carmen de Carupa;R. El Hato;1970;24;28,2;34,2;83,8;70,6;40,3;42,6;30,9;36,5;133,4;128;4,7;657,2;54,77;54,77
Sta Rosa;3502019;960000;987700;Santafe de Bogot ;R. Blanco;1966;68,7;44,7;295;76,5;64,5;42;83;52;37;29;25;45;862,4;71,87;71,87
Salucio;2120027;1057200;1039700;Chocont ;R. Bogot ;2016;0;9;17,1;110,2;34,5;129,6;127,7;106;80,4;53,5;101,6;29,8;799,4;66,62;72,67
Sutatausa;2401521;1071880;1025020;Sutatausa;R. Suta;1985;28,2;12,1;48,2;69,6;115,3;19,8;7;21,7;102;102,1;83,2;67;676,2;56,35;56,35
El Zarzal;2401051;1095650;1046980;Guachet ;Lag. F£quene;1973;3,3;21,2;158,9;127,8;91,5;65,1;65,1;99,7;159,5;154,7;207,4;135,9;1290,1;107,51;107,51
Las Violetas;2120637;973395;931870;Agua de Dios;R. Bogot ;2009;194,1;140,5;255,8;125,8;51,7;0;0;116,9;40,2;48,4;46,2;87,8;1107,4;92,28;110,74
Pajas Blancas;2119022;973320;944710;Nilo;R. Paguey;2015;71,3;199,2;247,5;170,8;38,8;51,3;30,3;0;83,2;203,7;271,4;5,6;1373,1;114,43;124,83
Tatambo;2120636;967800;924000;Ricaurte;R. Bogot ;2005;74,8;38,6;156,8;97,5;267,9;9,3;11,1;5,3;50,6;204,9;96,7;52,8;1066,3;88,86;88,86
Guarani El Pe¤¢n;2120060;980870;976070;Sibat‚;Emb. Mu¤a;1982;83;101;115;329;123;8;22;8;43;139;156;106;1233;102,75;102,75
El Zarzal;2401051;1095650;1046980;Guachet ;Lag. F£quene;1967;49;120,5;106,5;158;153,6;88,6;36,6;24,1;40,5;200,1;195,5;93,7;1266,7;105,56;105,56
Acandy;2120141;1051680;1019820;Nemoc¢n;R. Checua;1985;28;11;18;46;95;67;116;59;105;115;85;124;869;72,42;72,42
Novilleros;2401519;1080650;1032380;Ubat‚;R. Ubat‚;1974;18,5;59,2;84,8;91,4;73,7;61,3;15,8;25,8;57,9;104,6;100;15,2;708,2;59,02;59,02
Tesoro;2120069;1022540;972900;Facatativ ;R. Bojac ;2015;5,5;9,4;70,8;72,6;33,8;55,1;23,2;13,1;11,6;19;0;0;314,1;26,18;31,41
Alco;2120159;1041700;1008000;Cajic ;R. Bogot ;2017;0;46;159,6;59,3;29,4;42,2;45,5;31,4;41,2;71,3;121,6;20,7;668,2;55,68;60,75
El Placer;2123502;1007762;928174;Puli;R. Magddalena;2005;30,5;23,5;127,6;104,8;266,5;72,8;80,3;21,2;148;266,4;176,5;128,5;1446,6;120,55;120,55
La Virginia;2120046;1037985;1001130;Tabio;R. Fr¡o;1967;23,1;69,5;74,1;56,3;89,2;109,5;46;48,2;59,2;77,2;88,1;44;784,4;65,37;65,37
El Pino;2401716;1074000;1026000;Sutatausa;R. Suta;1960;0;0;73,5;118,2;10,7;15,8;36,3;27,4;19,8;83,7;7,4;89,3;482,1;40,18;48,21
El Hoyo Arriba;2120167;1060800;1027300;Suesca;R. Checua;1986;24,5;169,7;51;46;23,3;83,4;87,2;41;43;113,8;94,1;28,3;805,3;67,11;67,11
El Hoyo Arriba;2120167;1060800;1027300;Suesca;R. Checua;1987;30;32;30;57,6;94,6;51,2;99;71,2;46;135,5;54,2;25,6;726,9;60,58;60,58
El Hoyo Arriba;2120167;1060800;1027300;Suesca;R. Checua;1988;3,8;13,7;43,8;72,4;56,1;73,7;48,2;44,1;69,7;80,5;67,5;64,9;638,4;53,2;53,2
El Hoyo Arriba;2120167;1060800;1027300;Suesca;R. Checua;1989;13;60,2;139,5;73,9;82,1;66,9;62,8;32,6;71,5;26,5;9,3;23,1;661,4;55,12;55,12
El Hoyo Arriba;2120167;1060800;1027300;Suesca;R. Checua;1990;10,2;59;60,5;114,6;134,2;50,2;48,5;58,4;23,2;141,5;41,7;72,3;814,3;67,86;67,86
El Hoyo Arriba;2120167;1060800;1027300;Suesca;R. Checua;1991;29,3;18,7;109,6;63,4;43,7;32,9;105,8;108,9;23,7;90,7;98,9;120,5;846,1;70,51;70,51
El Hoyo Arriba;2120167;1060800;1027300;Suesca;R. Checua;1992;11,8;77,5;34,8;36,4;29,6;20,7;65,6;46,4;56,8;10,5;149,5;46,3;585,9;48,83;48,83
El Hoyo Arriba;2120167;1060800;1027300;Suesca;R. Checua;1993;6,9;33,8;59,9;0,6;6,5;55,2;35,7;0,5;0;4,8;140,9;7,7;352,5;29,38;32,05
El Hoyo Arriba;2120167;1060800;1027300;Suesca;R. Checua;1994;0,9;40,3;77,9;49,7;83,9;24,5;79,5;28,3;54,6;94,4;39;6,2;579,2;48,27;48,27
El Hoyo Arriba;2120167;1060800;1027300;Suesca;R. Checua;1995;3,9;27,1;79;91,5;68,9;46,3;51,1;66,7;38,9;85,9;60;63,2;682,5;56,88;56,88
El Hoyo Arriba;2120167;1060800;1027300;Suesca;R. Checua;1996;14,9;31,9;109,6;98,6;74,3;27,9;81,1;26,8;33,6;120,3;18;91,5;728,5;60,71;60,71
El Hoyo Arriba;2120167;1060800;1027300;Suesca;R. Checua;1997;73,7;7,7;30,1;42;36,9;76,6;74,3;47,8;11,1;84;25,5;0;509,7;42,48;46,34
El Hoyo Arriba;2120167;1060800;1027300;Suesca;R. Checua;1998;6,7;6,8;170;0;59,3;35;84,8;25,8;41,3;38,7;46,4;108,2;623;51,92;56,64
Monserrate;2401036;1088870;1030320;F£quene;Lag. F£quene;2018;90,8;105,5;113;157;108,5;41;31,5;41,3;53,5;125;111;24,5;1002,6;83,55;83,55
El Hoyo Arriba;2120167;1060800;1027300;Suesca;R. Checua;2000;2,7;22,4;117,1;100,7;62,2;58,7;70,5;72,5;116,2;53,6;82,9;27,2;786,7;65,56;65,56
El Hoyo Arriba;2120167;1060800;1027300;Suesca;R. Checua;2001;0,6;33,2;51,3;0;0;0;0;0;0;0;0;13,5;98,6;8,22;24,65
El Hoyo Arriba;2120167;1060800;1027300;Suesca;R. Checua;2002;15,8;2,5;60,9;0;0;0;31;70,3;0;22;0;0;202,5;16,88;33,75
El Hoyo Arriba;2120167;1060800;1027300;Suesca;R. Checua;2003;9,7;1,7;0;0;16,9;1,3;7,6;4,3;3;16,4;19,5;0;80,4;6,7;8,93
El Hoyo Arriba;2120167;1060800;1027300;Suesca;R. Checua;2006;0;0;0;0;0;17,1;67,3;52,9;115,6;0;0;6,2;259,1;21,59;51,82
El Hoyo Arriba;2120167;1060800;1027300;Suesca;R. Checua;2007;0;0;6,1;52,1;60,3;62,8;30;80,1;27,2;122,8;49,1;46,3;536,8;44,73;53,68
El Hoyo Arriba;2120167;1060800;1027300;Suesca;R. Checua;2008;36,7;1,8;64,9;4;0;41,4;63,1;47,9;14,6;30,1;0;0;304,5;25,38;33,83
El Hoyo Arriba;2120167;1060800;1027300;Suesca;R. Checua;2009;0;0;0;0;23,2;0,3;0;15,1;17,8;8,5;38,1;4,5;107,5;8,96;15,36
El Hoyo Arriba;2120167;1060800;1027300;Suesca;R. Checua;2010;0;6,6;5,9;45,1;51,4;66,1;98,7;57;40,6;75,7;87,7;37,2;572;47,67;52
El Hoyo Arriba;2120167;1060800;1027300;Suesca;R. Checua;2011;1,7;0;0;102,9;116,1;37,4;4,1;46,5;48,9;110,5;144,1;57;669,2;55,77;66,92
El Hoyo Arriba;2120167;1060800;1027300;Suesca;R. Checua;2012;32,1;11,7;68,8;261,9;31,2;27;26;0;0;0;22,7;18,9;500,3;41,69;55,59
El Hoyo Arriba;2120167;1060800;1027300;Suesca;R. Checua;2013;2,9;27,8;66,4;75,5;17,5;18,3;54,1;58,3;6,3;42,8;0;14,2;384,1;32,01;34,92
Monserrate;2401036;1088870;1030320;F£quene;Lag. F£quene;2019;9;91;173;163;67;0;0;0;0;0;0;0;503;41,92;100,6
Alto de Aire;2120168;1065500;1028300;Cucunuba;R. Checua;1986;0;22,6;82,7;71,8;45,6;70,6;14,2;5,1;51,5;151,1;111,4;17,7;644,3;53,69;58,57
Alto de Aire;2120168;1065500;1028300;Cucunuba;R. Checua;1987;11,2;37,3;24,3;56,9;137,1;54,9;71,7;18,3;24;107,2;72;47,3;662,2;55,18;55,18
Alto de Aire;2120168;1065500;1028300;Cucunuba;R. Checua;1988;17,8;40,8;67,4;36,7;7,5;50,2;35,8;57,4;71,7;122,4;82,9;45,3;635,9;52,99;52,99
Alto de Aire;2120168;1065500;1028300;Cucunuba;R. Checua;1989;13,5;41,5;164,3;36;97,5;53,3;73,8;18,2;40,2;36,1;91,6;45,4;711,4;59,28;59,28
Alto de Aire;2120168;1065500;1028300;Cucunuba;R. Checua;1990;12;72,8;91,7;72,4;102,4;46,9;36,6;49,8;8,2;81,7;43,7;94;712,2;59,35;59,35
Alto de Aire;2120168;1065500;1028300;Cucunuba;R. Checua;1991;17,1;23,2;82,9;70,2;68,7;37,8;88,5;75,1;24;24,2;132,9;59,8;704,4;58,7;58,7
Alto de Aire;2120168;1065500;1028300;Cucunuba;R. Checua;1992;29,6;59,4;38,7;48,3;30,2;26,7;43,8;50,2;48,7;15,2;82,5;33,1;506,4;42,2;42,2
Alto de Aire;2120168;1065500;1028300;Cucunuba;R. Checua;1993;23,8;54,8;52,8;71,4;152,3;49;70,1;55,9;37,4;27,2;168,4;4,2;767,3;63,94;63,94
Alto de Aire;2120168;1065500;1028300;Cucunuba;R. Checua;1994;35,4;33,8;56,5;66,9;65,2;44,3;64,5;43,1;69,6;133,7;79,3;6,9;699,2;58,27;58,27
Alto de Aire;2120168;1065500;1028300;Cucunuba;R. Checua;1995;7,2;37,2;101,2;92,9;46,7;53,6;49,8;90,9;33,4;61;70,8;61,6;706,3;58,86;58,86
Alto de Aire;2120168;1065500;1028300;Cucunuba;R. Checua;1996;23,1;55,5;71,1;102;72,6;34,4;76,1;38,4;24,2;133,1;94,5;122,4;847,4;70,62;70,62
Alto de Aire;2120168;1065500;1028300;Cucunuba;R. Checua;1997;88,7;16,7;40,6;59,2;35,8;73,9;72,3;53,2;35,1;34,5;37,9;5,9;553,8;46,15;46,15
Alto de Aire;2120168;1065500;1028300;Cucunuba;R. Checua;1998;4,7;18,9;121,7;31,3;114,5;99,1;83,6;47,1;36,6;28,2;95;99,6;780,3;65,03;65,03
Alto de Aire;2120168;1065500;1028300;Cucunuba;R. Checua;1999;60,9;69,3;28,5;21,9;39,6;41,4;32,3;59,8;102,3;129,6;71,8;39,1;696,5;58,04;58,04
Alto de Aire;2120168;1065500;1028300;Cucunuba;R. Checua;2000;34,2;49,4;145,6;66,6;73,2;68,7;59,2;58,4;81,1;47;63,8;52,1;799,3;66,61;66,61
Alto de Aire;2120168;1065500;1028300;Cucunuba;R. Checua;2001;0,8;28,7;65,9;31,4;47,8;39,2;39,3;60,6;65,6;74,3;55,6;23,5;532,7;44,39;44,39
Alto de Aire;2120168;1065500;1028300;Cucunuba;R. Checua;2002;7,3;6;110;102,4;108,3;81,5;49,8;40,7;36,9;24,6;35,7;11,5;614,7;51,23;51,23
Alto de Aire;2120168;1065500;1028300;Cucunuba;R. Checua;2003;3,2;8;85,2;61,8;68;41;62,4;14,8;38,1;135,6;91,3;48,8;658,2;54,85;54,85
Alto de Aire;2120168;1065500;1028300;Cucunuba;R. Checua;2004;20,3;9,5;34,1;80,2;104,7;87,7;56,1;88,7;20,7;35,3;48,2;67,4;652,9;54,41;54,41
Alto de Aire;2120168;1065500;1028300;Cucunuba;R. Checua;2005;30;28,3;29;93,3;103;27,4;38,8;70,5;65,4;158,3;149,6;3;796,6;66,38;66,38
Alto de Aire;2120168;1065500;1028300;Cucunuba;R. Checua;2006;21;32,3;111,5;127,5;113,8;114,5;30;48,5;17,3;76;59,2;16;767,6;63,97;63,97
Alto de Aire;2120168;1065500;1028300;Cucunuba;R. Checua;2007;3,4;12,9;35,3;75,7;31;43,8;21;40,1;13;168,1;53,7;102,3;600,3;50,03;50,03
Alto de Aire;2120168;1065500;1028300;Cucunuba;R. Checua;2008;30,3;55,1;102,2;56,1;134;68,4;64,3;54,3;62,5;66,9;212,7;46,1;952,9;79,41;79,41
Alto de Aire;2120168;1065500;1028300;Cucunuba;R. Checua;2009;43,9;21;97,2;36;24,1;45,4;57,1;29,8;34,8;86,1;40,5;1,8;517,7;43,14;43,14
Alto de Aire;2120168;1065500;1028300;Cucunuba;R. Checua;2010;9,7;10,2;8;222,2;186,3;70,1;112,5;41,8;42;68,9;99,5;61,6;932,8;77,73;77,73
Alto de Aire;2120168;1065500;1028300;Cucunuba;R. Checua;2011;32,9;49,5;178;272,2;146,2;68;26,4;43,4;37,5;124,6;154,8;39,4;1172,9;97,74;97,74
Alto de Aire;2120168;1065500;1028300;Cucunuba;R. Checua;2012;48,6;51,7;117,2;217,7;36,7;50,2;74,3;55,3;24,4;67,5;37,5;16,1;797,2;66,43;66,43
Alto de Aire;2120168;1065500;1028300;Cucunuba;R. Checua;2013;23,4;29,7;89,1;83,3;117,2;30,9;50,8;54;30,1;31,5;123,6;61,9;725,5;60,46;60,46
El Hato;2401035;1076620;1019050;Carmen de Carupa;R. El Hato;1983;13,5;35,5;78;140,5;89,5;3,9;42,1;28,4;12;58,5;38,1;78,1;618,1;51,51;51,51
Ladera Grande;2120169;1063400;1022500;Tausa;R. Checua;1986;0;0;0;0;0;0;0;0;13,6;92,8;45,7;40,9;193;16,08;48,25
Ladera Grande;2120169;1063400;1022500;Tausa;R. Checua;1987;7;0;29,4;54,1;105,3;33,7;56;26,8;48,3;116,6;57;20;554,2;46,18;50,38
Ladera Grande;2120169;1063400;1022500;Tausa;R. Checua;1988;2,9;15,5;25,9;96,5;32,5;61,9;19,4;66,4;80,6;129;58,9;59,4;648,9;54,08;54,08
Ladera Grande;2120169;1063400;1022500;Tausa;R. Checua;1989;11,7;29,8;114,5;20,5;75,8;36,3;48,9;13,5;69,9;35,3;84,1;11,8;552,1;46,01;46,01
Ladera Grande;2120169;1063400;1022500;Tausa;R. Checua;1990;3,8;56;39,7;127,8;103,7;42;31,4;46,3;9,4;142,7;30,6;20,5;653,9;54,49;54,49
Ladera Grande;2120169;1063400;1022500;Tausa;R. Checua;1991;8,8;23,8;64;24,5;60,6;26;69,9;59,2;25,4;48,2;113,7;0;524,1;43,68;47,65
Ladera Grande;2120169;1063400;1022500;Tausa;R. Checua;1992;0;0;54,6;50,7;34,4;28,8;76,6;50,2;73,9;8,6;99,7;56,6;534,1;44,51;53,41
Ladera Grande;2120169;1063400;1022500;Tausa;R. Checua;1993;32,1;41,8;39;47,6;163,3;25,8;42,8;40,6;76,4;20,4;87;10,4;627,2;52,27;52,27
Ladera Grande;2120169;1063400;1022500;Tausa;R. Checua;1994;61,2;67,8;48,1;76,3;55,1;45,4;42,9;50,3;37,1;107;37,5;11,7;640,4;53,37;53,37
Ladera Grande;2120169;1063400;1022500;Tausa;R. Checua;1995;4;26;55,3;54,8;77,3;36,1;50,7;72,7;19,3;58,3;28,8;126,9;610,2;50,85;50,85
Ladera Grande;2120169;1063400;1022500;Tausa;R. Checua;1996;30,4;29,8;72,6;49,4;60,4;36,1;80,9;56,3;34,3;115,7;54,9;98,7;719,5;59,96;59,96
Ladera Grande;2120169;1063400;1022500;Tausa;R. Checua;1997;102,7;11,6;16,7;85,4;36,6;27,5;39,2;31,6;25,5;41,8;35,3;6,2;460,1;38,34;38,34
Ladera Grande;2120169;1063400;1022500;Tausa;R. Checua;1998;13,1;22,9;139,3;44;127;33,8;52,7;51,7;35,2;27,3;70,6;69,4;687;57,25;57,25
Ladera Grande;2120169;1063400;1022500;Tausa;R. Checua;1999;30,1;86,6;98,9;72,9;25,5;39;17,6;60,7;86;155,2;81;38,8;792,3;66,03;66,03
Ladera Grande;2120169;1063400;1022500;Tausa;R. Checua;2000;18;54,5;139,2;65,8;70,1;55,1;55,1;50,9;77,5;59,6;52,7;32,6;731,1;60,93;60,93
Ladera Grande;2120169;1063400;1022500;Tausa;R. Checua;2001;0;19,7;52,2;0;0;25,6;36,4;38,2;62,1;52;46,8;29;362;30,17;40,22
Ladera Grande;2120169;1063400;1022500;Tausa;R. Checua;2002;9,8;28,3;0;146,2;98,8;65,1;46,7;41,6;51,3;50,9;57;16,9;612,6;51,05;55,69
Ladera Grande;2120169;1063400;1022500;Tausa;R. Checua;2003;5,8;54,1;54,5;58,7;42;0;32,6;15,8;77,9;82,3;56,3;0;480;40;48
Ladera Grande;2120169;1063400;1022500;Tausa;R. Checua;2005;8,6;18;4,2;15,8;129,3;0;0;3,4;55,3;143,2;102,1;21,5;501,4;41,78;50,14
Ladera Grande;2120169;1063400;1022500;Tausa;R. Checua;2006;37,1;25,8;170,4;150,8;114;129,5;14,3;51,8;19,7;109,9;97,9;6;927,2;77,27;77,27
Ladera Grande;2120169;1063400;1022500;Tausa;R. Checua;2007;0;8,3;29,8;60;55,4;40,9;27;61,4;14,4;135,8;45,9;94,7;573,6;47,8;52,15
Ladera Grande;2120169;1063400;1022500;Tausa;R. Checua;2008;31,3;42,8;69,8;62,4;98,4;72,1;62,3;58,1;65,9;42,8;194,3;50,6;850,8;70,9;70,9
Ladera Grande;2120169;1063400;1022500;Tausa;R. Checua;2009;37,1;19;0;92,4;53,8;23,4;41,2;34,2;31,7;77;31,8;0;441,6;36,8;44,16
Ladera Grande;2120169;1063400;1022500;Tausa;R. Checua;2010;8;7,8;4,5;277,1;167,7;69,3;153,5;36,7;41,5;99,5;98,9;45,8;1010,3;84,19;84,19
Ladera Grande;2120169;1063400;1022500;Tausa;R. Checua;2011;17,9;134,7;170,3;314,1;151,9;57,2;70,9;37,2;47,2;66,7;190,5;38;1296,6;108,05;108,05
Los Pinos;2312019;1070730;1005190;Tausa;R. Negro;2004;84;14;49;252;94,5;46;8;0;45;209;181;0;982,5;81,88;98,25
Ladera Grande;2120169;1063400;1022500;Tausa;R. Checua;2012;6,5;21,9;94,2;240,1;27;56,1;73,6;24,9;18,3;89,3;30,2;13,4;695,5;57,96;57,96
Ladera Grande;2120169;1063400;1022500;Tausa;R. Checua;2013;6,5;39,7;97,6;96,5;145,8;31,1;36,9;57,9;50,7;14,9;80;31,5;689,1;57,43;57,43
El Zarzal;2401051;1095650;1046980;Guachet ;Lag. F£quene;2009;47,3;48,7;149,8;133,3;87,9;24,5;14,6;30,5;76,1;129,8;99;22,7;864,2;72,02;72,02
El Llano;2120170;1063500;1026400;Tausa;R. Checua;1988;0;0;0,2;99,4;48;57,7;45,5;67,1;63,9;123,7;73,2;69,9;648,6;54,05;64,86
El Llano;2120170;1063500;1026400;Tausa;R. Checua;1989;17,8;25,4;131,9;47,2;90,4;55,8;71,4;17,9;51,4;25,4;72,1;34,9;641,6;53,47;53,47
El Llano;2120170;1063500;1026400;Tausa;R. Checua;1990;5,9;50,2;57,9;118,4;96,3;53;36,7;48,3;9,6;110,7;38,3;57,5;682,8;56,9;56,9
El Llano;2120170;1063500;1026400;Tausa;R. Checua;1991;15,2;17,6;124,2;48,1;55,8;28,8;87,3;67,8;32,4;33,9;145,2;59,6;715,9;59,66;59,66
El Llano;2120170;1063500;1026400;Tausa;R. Checua;1992;21,5;69,4;18,4;37,5;33,7;18,5;47,2;35,8;41,6;5,4;101,8;69,6;500,4;41,7;41,7
El Llano;2120170;1063500;1026400;Tausa;R. Checua;1993;29;36,2;41,1;27;55,2;44,9;45,8;26,2;41,7;25,5;116,6;18,5;507,7;42,31;42,31
El Llano;2120170;1063500;1026400;Tausa;R. Checua;1994;39,7;40,1;56,3;54,2;65,5;38;62,8;33,5;54,1;91,3;62,1;6;603,6;50,3;50,3
El Llano;2120170;1063500;1026400;Tausa;R. Checua;1995;3,5;14,2;84,3;78,1;35,4;34,8;33,7;49,2;24,4;55,7;48,1;59,5;520,9;43,41;43,41
El Llano;2120170;1063500;1026400;Tausa;R. Checua;1996;18,1;39,8;74,4;80,2;59,2;33,1;60,6;40,5;31,2;126;66,8;89,2;719,1;59,93;59,93
El Llano;2120170;1063500;1026400;Tausa;R. Checua;1997;96,8;8,9;16,7;50,8;32,8;69;74,5;46,8;25;53,6;43,3;4,3;522,5;43,54;43,54
El Llano;2120170;1063500;1026400;Tausa;R. Checua;1998;0;0;126;25,8;128,8;34,9;91,3;40,9;20,9;37,3;69,1;90,4;665,4;55,45;66,54
El Llano;2120170;1063500;1026400;Tausa;R. Checua;1999;39,5;68,7;69,7;26,1;43,2;16,8;37,4;35,1;55,9;59,3;52,1;30,5;534,3;44,53;44,53
El Llano;2120170;1063500;1026400;Tausa;R. Checua;2000;5,6;42,8;167,4;82,4;66,7;56,8;61,5;61,7;80,1;58,4;87,1;37,3;807,8;67,32;67,32
El Llano;2120170;1063500;1026400;Tausa;R. Checua;2001;0;27,4;50,4;17,2;61;34,4;37,1;53,2;64;63,5;53,4;29,7;491,3;40,94;44,66
El Llano;2120170;1063500;1026400;Tausa;R. Checua;2002;7,3;25;105,5;62,2;79,6;55,9;44,3;45,6;31;25,3;32,3;10,6;524,6;43,72;43,72
El Llano;2120170;1063500;1026400;Tausa;R. Checua;2003;13,8;39,3;71,8;56;10,2;0;1,5;0,8;1,2;3,5;1,6;4,7;204,4;17,03;18,58
