ESTACIàN;CàDIGO;X=N;Y=E;MUNICIPIO;CUENCA;A¥O;ENERO;FEBRERO;MARZO;ABRIL;MAYO;JUNIO;JULIO;AGOSTO;SEPTIEMBRE;OCTUBRE;NOVIEMBRE;DICIEMBRE;SUMAMESES;PROMEDIOMESES;PROMEDIOMESESNOCERO
Bojac ;2120075;1014937;970678;Bojac ;R. Bojac ;1991;11;12;100;65,5;77;24,5;15;18,5;61,5;46,5;79;2;512,5;42,71;42,71
Apost¢lica;2120051;989870;971174;Sibat‚;Emb. Mu¤a;1987;33,6;22,1;37,4;80,7;87,6;4,3;30,2;8,5;46,1;111,6;50,8;12,7;525,6;43,8;43,8
Guatavita;2120562;1034500;1023500;Guatavita;Emb. Tomin‚;1958;36,7;32,7;32,3;36,9;52,1;36,3;47,7;46,1;13;38,1;80;39,6;491,5;40,96;40,96
Caldas;2401042;1106000;1023410;Caldas;R. Chiquinquir ;2011;46,4;36,4;179,3;198,9;181,3;67,4;55,7;64,9;55,3;146,2;200,1;126,5;1358,4;113,2;113,2
La Fortuna;2120632;1076000;1054400;Villapinz¢n;R. Bogot ;1979;2,1;28,2;19,2;68;64,8;38,5;44,9;41,9;39;71,7;55,5;33,8;507,6;42,3;42,3
La Casita;2120112;1004320;1005400;La Calera;R. Teusac ;2009;78;47,4;85,3;129,6;31,1;146,7;51,3;59,6;70,8;136,9;119,4;12,1;968,2;80,68;80,68
Bojac ;2120075;1014937;970678;Bojac ;R. Bojac ;1976;15,4;44,8;75,1;79,4;93,7;68,6;17;6,5;63,4;89,5;70,1;35;658,5;54,88;54,88
El Fute;2120166;1002150;977280;Soacha;R. Bogot ;1962;20,5;9,2;64;46,3;70,8;57;25,6;22,8;25,4;44;108,6;26,1;520,3;43,36;43,36
La Candelaria;2401026;1102050;1052390;Raquira;R. Sutamarch n;2001;51,3;12,1;49,4;1,3;50,6;21,4;29,7;5,5;105,5;48,1;4,9;0,2;380;31,67;31,67
La Boyera;2401511;1077900;1025200;Ubat‚;R. Ubat‚;2004;14,5;27;53;94;114;33;32,5;17;46,5;156,5;91,5;27,5;707;58,92;58,92
Caldas;2401042;1106000;1023410;Caldas;R. Chiquinquir ;1986;24,6;57,1;23,5;118,2;77,7;66,8;15,8;49;91,2;302,7;101,5;11,9;940;78,33;78,33
La Iberia;2120548;1048900;1038800;Chocont ;Emb. Sisga;1957;0,4;27,6;73,8;96,8;178,4;94,6;120,6;75,7;88,1;111,9;69;11,7;948,6;79,05;79,05
Sta Sof¡a;2401046;1123500;1052520;Santa Sof¡a;R. Sutamarch n;1973;31;0;65;106;93;107;67;62;140;150;194;106;1121;93,42;101,91
La Fortuna;2120632;1076000;1054400;Villapinz¢n;R. Bogot ;1987;46,2;40,2;20,7;97,2;43,5;44,1;100,9;28,2;31,6;109,8;30,4;8,2;601;50,08;50,08
Bojac ;2120075;1014937;970678;Bojac ;R. Bojac ;1997;47;7,2;30,5;72,5;39,6;39,3;21,3;5,5;7,9;88,3;12,2;3,4;374,7;31,23;31,23
Carupa Hospital;2401002;1083120;1019840;Carmen de Carupa;R. Ubat‚;1972;90,2;31,9;64,4;217,4;104;56,9;56,3;48;29,5;43,6;102,1;39,7;884;73,67;73,67
Socot ;2401037;1089260;1017290;Carmen de Carupa;R. Simijaca;1993;119;73;98,5;113;209,5;25,5;36,5;26;36;77;195;59,5;1068,5;89,04;89,04
Manjui;2120174;1022500;965100;Facatativ ;R. Bojac ;2000;35;60,5;93,5;51;88,5;27,5;41,5;50;153;59;56;20;735,5;61,29;61,29
Lag del Indio;2120184;978500;959200;Viot ;R. Calandaima;1993;158;168,5;204;195;184;8;66;52;109;268;299;157;1868,5;155,71;155,71
Carupa Hospital;2401002;1083120;1019840;Carmen de Carupa;R. Ubat‚;2011;61,7;83,9;138,6;258,1;143,6;53,5;57,1;65,3;28,2;151,3;178,8;109;1329,1;110,76;110,76
La Candelaria;2401026;1102050;1052390;Raquira;R. Sutamarch n;2011;28,6;136,3;87,5;176,5;146,3;14;36,8;29,3;21,4;157,7;160,6;122;1117;93,08;93,08
Campobello;2120173;1018200;974300;Madrid;R. Bojac ;1987;2;11;15,7;52,5;157,4;50,1;50,1;25,3;41,7;115,1;37,5;8,6;567;47,25;47,25
Tabio;2120565;1035180;998070;Tabio;R. Chic£;1988;40,3;85,8;9,5;151,6;45,4;127,4;103,5;115,2;69,5;165,2;73;68,5;1054,9;87,91;87,91
La Casita;2120112;1004320;1005400;La Calera;R. Teusac ;1999;98;151;89;143;42;87;39;42;57;144;252;81;1225;102,08;102,08
Pedro Palo;2120178;1009920;965470;Tena;R. Bogot ;1997;0;0;0;4,1;28,7;3,6;0;1,6;47,5;46;98,6;47,2;277,3;23,11;34,66
El Fute;2120166;1002150;977280;Soacha;R. Bogot ;2008;34;56,3;44,1;81,2;115,7;55;51,4;55,4;23,3;112;92,4;58,4;779,2;64,93;64,93
Bojac ;2120075;1014937;970678;Bojac ;R. Bojac ;1973;4,7;1,4;55,3;49,8;52,6;36,1;61,6;53,2;119,6;57,3;99,7;50,9;642,2;53,52;53,52
Sta Sof¡a;2401046;1123500;1052520;Santa Sof¡a;R. Sutamarch n;2001;7;83;355;178;154;99;57;30;248;195;113;141;1660;138,33;138,33
San Jos‚;2120080;1026900;1020940;Guasca;Emb. Tomin‚;2013;0;62;65,3;88,7;91;66,9;50,1;79,7;32,5;37,5;101,1;76,3;751,1;62,59;68,28
La Fortuna;2120632;1076000;1054400;Villapinz¢n;R. Bogot ;1968;23,9;24,9;38,5;166,2;43,9;79,3;73,6;70,3;76,3;81;89,5;35,6;803;66,92;66,92
El Puente;2401038;1084730;1045230;Guachet ;R. Lenguazaque;1979;14,9;39,5;81,5;39,2;42,5;37,2;16,7;38,2;15;217,1;147,2;90,3;779,3;64,94;64,94
La Casita;2120112;1004320;1005400;La Calera;R. Teusac ;1982;138;68;63;141;94;61;47;67;34;84;115;107;1019;84,92;84,92
La Boyera;2401511;1077900;1025200;Ubat‚;R. Ubat‚;1970;69,6;24,9;11,3;43,5;76,7;35,6;33,5;23;66,2;137;148,2;9,9;679,4;56,62;56,62
Bombas Sesquil‚;2120187;1049890;1031100;Sesquil‚;Emb. Tomin‚;2003;0;12,1;0;0,5;16,8;0;0;0;0;0;0;0;29,4;2,45;9,8
Checua;2120540;1057500;1024110;Nemoc¢n;R. Checua;1998;2,5;6,1;39,9;17,5;131,3;22,6;58,7;40,1;44,3;47,1;50,8;71,6;532,5;44,38;44,38
San Jos‚;2120080;1026900;1020940;Guasca;Emb. Tomin‚;1970;3,6;36,3;26;36,5;92,1;114,5;75,1;53;70,4;154,9;88,7;5,8;756,9;63,08;63,08
La Boyera;2401511;1077900;1025200;Ubat‚;R. Ubat‚;1976;16;61;83,8;139,2;91,8;53,3;19,3;17,9;108;166;94,3;47,9;898,5;74,88;74,88
Monserrate;2401036;1088870;1030320;F£quene;Lag. F£quene;1971;80;95;117;164,5;211;68;51;97;53,5;100,1;162,5;55;1254,6;104,55;104,55
La Casita;2120112;1004320;1005400;La Calera;R. Teusac ;1975;10;167;66;88;134,8;92;81;106;67;141;113;174;1239,8;103,32;103,32
Villapinz¢n;2120043;1068230;1052450;Villapinz¢n;R. Bogot ;1959;10,4;4,3;36,7;27,9;101,3;59,3;71,1;78,6;37,9;156,8;74,6;27;685,9;57,16;57,16
Sta In‚s;2120136;1023000;993400;Tenjo;R. Chic£;2008;27,1;50;85,8;146,4;171,8;73;79,1;98,2;85,2;97,9;55;0;969,5;80,79;88,14
Manjui;2120174;1022500;965100;Facatativ ;R. Bojac ;1984;58;110;45;94;174,5;173;119;118;194;114,5;173;34;1407;117,25;117,25
La Iberia;2120548;1048900;1038800;Chocont ;Emb. Sisga;1972;59,8;12,7;35,9;142,1;163,7;161,5;114;71;59;40;40;6;905,7;75,48;75,48
Sta Sof¡a;2401046;1123500;1052520;Santa Sof¡a;R. Sutamarch n;2003;0;8,5;20,5;15,8;7,9;146;137,5;112,5;50;209,5;365,5;138;1211,7;100,98;110,15
El Puente;2401038;1084730;1045230;Guachet ;R. Lenguazaque;1996;53,2;115,4;149,8;100,5;204,3;63,1;91,9;12;66,2;226,2;100,6;115,3;1298,5;108,21;108,21
El Fute;2120166;1002150;977280;Soacha;R. Bogot ;2001;6,3;68,7;30,7;5,8;70,4;11;13,1;4,8;45,8;49,3;38,3;99,5;443,7;36,98;36,98
Pedro Palo;2120178;1009920;965470;Tena;R. Bogot ;2010;16,8;33,6;56;289,9;337,1;89,3;136,1;77,3;84,5;151,1;287,3;201,3;1760,3;146,69;146,69
Monserrate;2401036;1088870;1030320;F£quene;Lag. F£quene;1969;40;66,5;72,5;191;85,5;61;15;6;150;117,5;39,5;23,5;868;72,33;72,33
Sta Teresa;2120103;1017300;1017200;La Calera;R. Teusac ;1974;15;30;15;75;45;15;60;30;15;45;45;60;450;37,5;37,5
Tesoro;2120069;1022540;972900;Facatativ ;R. Bojac ;1988;8;45;30;56,5;37;110;74;81;113;106;94;112;866,5;72,21;72,21
Tabio;2120565;1035180;998070;Tabio;R. Chic£;1977;60;25;71;65;56;43;30;35;69;141;58;18;671;55,92;55,92
Pe¤as Blancas;2120182;995200;967200;El Colegio;R. Bogot ;1997;208,8;59,6;144,1;47,2;41,8;15,1;35,4;19,4;71,1;105,1;104;27,8;879,4;73,28;73,28
Univ. Fusagasug ;2119514;967023;982265;Fusagasug ;R. Subia;2000;182,8;144;175,7;45,4;80,3;51,1;0;38,9;77,1;38,8;36,3;0;870,4;72,53;87,04
Central No. 2;2401068;1132840;1040390;Puente Nacional;R. Su rez;2010;25,5;104,2;269,4;447,4;327,5;287,9;483,1;268,7;402,6;189,8;434,6;260,9;3501,6;291,8;291,8
Manjui;2120174;1022500;965100;Facatativ ;R. Bojac ;2005;93,2;35,3;45;83,2;134,8;21,6;24,4;45,7;71,6;281,7;84,2;8,3;929;77,42;77,42
Socot ;2401037;1089260;1017290;Carmen de Carupa;R. Simijaca;1976;92;90;104,5;184,5;89;54;31,5;15,5;94;189,5;115;59;1118,5;93,21;93,21
El Puente;2401038;1084730;1045230;Guachet ;R. Lenguazaque;1976;23,6;41;163,8;116,6;54,8;67;37,8;31,3;57,1;171,3;97,7;35,8;897,8;74,82;74,82
Checua;2120540;1057500;1024110;Nemoc¢n;R. Checua;1979;25;21,8;64,1;158,3;99,1;107,5;31,7;86,6;32;222,3;114,4;38,3;1001,1;83,43;83,43
La Iberia;2120548;1048900;1038800;Chocont ;Emb. Sisga;1984;17,7;25,3;45,9;53,7;68,3;109;55,3;99,1;85,4;20;93,5;10,5;683,7;56,98;56,98
La Candelaria;2401026;1102050;1052390;Raquira;R. Sutamarch n;1993;25,1;47,6;81,9;146,3;132,6;8,6;11,3;2;34,9;67,1;109,7;25,8;692,9;57,74;57,74
El Consuelo;2120096;1043500;1032500;Sesquile;Emb. Tomin‚;2006;12,4;0,4;137;240,3;142,9;113,9;65,9;4,1;61,3;207;60,9;42,9;1089;90,75;90,75
Esclusa Merch n;2401043;1121150;1035700;Saboy ;R. Su rez;2012;66,8;77,7;95,2;250,2;99,7;40,6;33,9;59,4;43,3;74,2;90,7;71,2;1002,9;83,58;83,58
El Puente;2401038;1084730;1045230;Guachet ;R. Lenguazaque;1985;8,5;0;122;30,5;21,9;33,9;33,7;31,9;85,6;85,8;96,4;90,5;640,7;53,39;58,25
Manjui;2120174;1022500;965100;Facatativ ;R. Bojac ;1969;64,5;52;15,5;96,5;75,5;49,5;10,5;41,5;68,5;144,5;89;25,5;733;61,08;61,08
Central No. 2;2401068;1132840;1040390;Puente Nacional;R. Su rez;1974;84,6;7,2;248,1;523,4;436,6;317,8;161;121,6;498,6;481,9;388;44,1;3312,9;276,08;276,08
El Consuelo;2120096;1043500;1032500;Sesquile;Emb. Tomin‚;1969;28,9;13,9;13,4;125,3;90,6;89,9;74,9;80,7;45,3;163;66,1;24,4;816,4;68,03;68,03
Esclusa Merch n;2401043;1121150;1035700;Saboy ;R. Su rez;1975;23,5;100,8;101,8;94,5;150,4;64,9;149,6;95,7;98,3;212;159,1;89,8;1340,4;111,7;111,7
Apost¢lica;2120051;989870;971174;Sibat‚;Emb. Mu¤a;1977;17,4;7;76,7;45,1;19,9;32,6;37,9;55;86;93;102,5;29,4;602,5;50,21;50,21
La Iberia;2120548;1048900;1038800;Chocont ;Emb. Sisga;1958;4,4;4,6;49,5;45,4;72,6;76,6;107,6;96,6;41,8;33,4;34,8;28,1;595,4;49,62;49,62
Sta Sof¡a;2401046;1123500;1052520;Santa Sof¡a;R. Sutamarch n;1977;9;69;63;52;72;44;96;45;95;109;119;27;800;66,67;66,67
Apost¢lica;2120051;989870;971174;Sibat‚;Emb. Mu¤a;2003;5,7;24,2;80,9;96,1;12,1;35,7;51,6;15,5;67,7;147,2;51,7;20,9;609,3;50,78;50,78
Villapinz¢n;2120043;1068230;1052450;Villapinz¢n;R. Bogot ;1981;14,8;17,2;20,7;65,5;21,5;44,8;30,9;4,4;12,7;94,5;61;18,9;406,9;33,91;33,91
Esclusa Merch n;2401043;1121150;1035700;Saboy ;R. Su rez;1973;15;9;115,8;135,5;57,7;114;118,4;86,9;180,8;155,1;320,4;135,1;1443,7;120,31;120,31
El Fute;2120166;1002150;977280;Soacha;R. Bogot ;1999;41,9;36,4;37,9;47,2;29,4;49,2;21,5;35,9;36,3;63,2;41,7;63;503,6;41,97;41,97
La Candelaria;2401026;1102050;1052390;Raquira;R. Sutamarch n;1961;105,9;17,8;92,9;118,5;30,3;43;3,1;5;19,8;130,4;164,6;8,1;739,4;61,62;61,62
El Puente;2401038;1084730;1045230;Guachet ;R. Lenguazaque;1983;5,1;23,1;66;140,8;64,1;16,7;38,1;23,7;20,2;39,8;35,9;61,9;535,4;44,62;44,62
Socot ;2401037;1089260;1017290;Carmen de Carupa;R. Simijaca;1995;33;90;113;77;72;50,5;55,5;108,5;63,5;154,5;89,5;105,5;1012,5;84,38;84,38
Pedro Palo;2120178;1009920;965470;Tena;R. Bogot ;1989;103,2;103,1;262,6;59,7;174,7;21;54,4;65,1;157,9;67;181,1;56,8;1306,6;108,88;108,88
La Fortuna;2120632;1076000;1054400;Villapinz¢n;R. Bogot ;2007;1,5;12;18,4;151,9;96,1;81,6;30,9;93,4;31,2;169,2;54,8;62,3;803,3;66,94;66,94
La Boyera;2401511;1077900;1025200;Ubat‚;R. Ubat‚;1975;4,2;46,3;81,3;57;64,9;43,8;76,8;70,1;40,6;142,7;74;106,8;808,5;67,38;67,38
Esclusa Merch n;2401043;1121150;1035700;Saboy ;R. Su rez;1999;68,1;139,5;150,5;162;99,1;106,2;30,5;47,8;182,7;172,5;184;114,4;1457,3;121,44;121,44
Tesoro;2120069;1022540;972900;Facatativ ;R. Bojac ;2012;43,1;38,6;159,9;99;74,9;25,6;48,4;60,1;9,3;88,6;65,2;33,8;746,5;62,21;62,21
Bojac ;2120075;1014937;970678;Bojac ;R. Bojac ;1988;3,5;28;11,5;33;38;60;50,5;28,5;36,5;93;54;67,5;504;42;42
Univ. Fusagasug ;2119514;967023;982265;Fusagasug ;R. Subia;1999;136,4;164,9;52,3;132,9;37,1;71,1;34,3;41,5;101,3;144,8;195,2;124,5;1236,3;103,03;103,03
Isla del Santuario;2401110;1096400;1038000;F£quene;Lag. F£quene;1991;45,1;43,9;127,9;107,6;104;22,8;31,2;20,1;70;62,8;110,6;60,3;806,3;67,19;67,19
San Jos‚;2120080;1026900;1020940;Guasca;Emb. Tomin‚;1975;10,3;29,9;66,3;66,7;88,9;97,8;35,4;77,5;82,5;114,2;117,9;102,6;890;74,17;74,17
La Fortuna;2120632;1076000;1054400;Villapinz¢n;R. Bogot ;2002;1,9;21,3;39;142;108,3;82,9;56,2;51,4;81,8;58,1;43,7;11,6;698,2;58,18;58,18
El Fute;2120166;1002150;977280;Soacha;R. Bogot ;2006;29,9;2,3;62;157,9;76,7;52;0;0;19,2;76,5;38,1;15,2;529,8;44,15;52,98
Guatavita;2120562;1034500;1023500;Guatavita;Emb. Tomin‚;2002;36,5;24,9;59,8;35,4;109,8;88,3;55,1;55,1;51,7;136,1;21,2;8,7;682,6;56,88;56,88
Paloquemao;2120652;1018150;967050;Zipac¢n;R. Apulo;1998;49,9;74;103,5;96,2;159,3;72,5;87,9;46,5;68,5;193,5;123,3;145,9;1221;101,75;101,75
Venecia;2120629;1027480;964155;Facatativ ;R. Bojac ;1966;5,1;39;117,7;169,6;107,2;83,6;121,9;108,2;113,3;144,8;227;105,5;1342,9;111,91;111,91
San Jos‚;2120080;1026900;1020940;Guasca;Emb. Tomin‚;1986;27,1;82,1;46,7;35,3;87,7;103,1;112,2;30,8;62,4;82,9;22,1;11,5;703,9;58,66;58,66
El Puente;2401038;1084730;1045230;Guachet ;R. Lenguazaque;1968;9,1;77,7;38,2;154,8;46,5;79,8;35,3;28,2;48,9;65,6;151,2;7,9;743,2;61,93;61,93
Univ. Fusagasug ;2119514;967023;982265;Fusagasug ;R. Subia;1997;165;17,1;146,9;63,6;22,6;66,2;16,5;10,3;46,3;28,2;112,9;8,8;704,4;58,7;58,7
Bojac ;2120075;1014937;970678;Bojac ;R. Bojac ;2005;46;17,5;24;67;102,5;22;13,5;0;0;0;0;0;292,5;24,38;41,79
Tesoro;2120069;1022540;972900;Facatativ ;R. Bojac ;1932;30,6;50,2;22,9;92,8;80,5;48,9;55,3;83,3;45,3;100,6;88,5;54;752,9;62,74;62,74
San Gregorio;2120180;1011130;955600;Cachipay;R. Cur¡;2005;63;127;94,5;79;176,5;24,5;58,5;7;17,5;127;109;90;973,5;81,13;81,13
Venecia;2120629;1027480;964155;Facatativ ;R. Bojac ;1977;39;39;81,5;92,5;69;66;46;55;173;169;123,5;56,5;1010;84,17;84,17
Carupa Hospital;2401002;1083120;1019840;Carmen de Carupa;R. Ubat‚;1995;17,2;38,2;101,1;45,6;37,9;49,5;104,3;57,6;59,9;83,4;120;0;714,7;59,56;64,97
Sta Sof¡a;2401046;1123500;1052520;Santa Sof¡a;R. Sutamarch n;2009;103;153;135;209;130,1;90,5;66;114;69;134;41;65;1309,6;109,13;109,13
La Iberia;2120548;1048900;1038800;Chocont ;Emb. Sisga;2005;38;37;19;90;160;76;87;77,9;67,5;59;97,3;2,5;811,2;67,6;67,6
San Jos‚;2120080;1026900;1020940;Guasca;Emb. Tomin‚;1987;26,4;41,8;43,9;46,8;60,7;34;51,9;39,7;68,3;109,4;42;26,1;591;49,25;49,25
La Boyera;2401511;1077900;1025200;Ubat‚;R. Ubat‚;1972;87,9;26,8;51,2;191,7;91,7;42,8;72,2;34,4;13;60,9;101,8;17,3;791,7;65,98;65,98
La Candelaria;2401026;1102050;1052390;Raquira;R. Sutamarch n;2002;0;39,6;124;125,6;123,1;22;83,2;41,1;40,3;63,4;37;61,6;760,9;63,41;69,17
Sta In‚s;2120136;1023000;993400;Tenjo;R. Chic£;1996;0;0;0;0;0;77,7;64,1;23;65;155;57,5;43;485,3;40,44;69,33
Manjui;2120174;1022500;965100;Facatativ ;R. Bojac ;1966;0;21,5;70,5;49,5;134,5;75;31,5;73,5;50;102,5;93,5;44,5;746,5;62,21;67,86
Parque Sop¢;2120134;1036950;1010170;Sop¢;R. Teusac ;1996;37;60;113,8;79,6;100,2;54,5;85,7;49,2;31;89,8;94,3;103;898,1;74,84;74,84
Monserrate;2401036;1088870;1030320;F£quene;Lag. F£quene;1980;0,9;0;62;164,5;147;96,5;30,5;57,5;60,5;209;111,5;30;969,9;80,83;88,17
Carupa Hospital;2401002;1083120;1019840;Carmen de Carupa;R. Ubat‚;1973;4,7;23;33,1;55,3;70,9;69,5;51,3;54,9;105,5;97,2;146,1;55,4;766,9;63,91;63,91
Central No. 2;2401068;1132840;1040390;Puente Nacional;R. Su rez;1963;138;161,5;360,5;369,5;261,2;110,5;239,5;152;67;225;387,5;112;2584,2;215,35;215,35
Tabio;2120565;1035180;998070;Tabio;R. Chic£;1979;27;19;30;154;116;150;95;112;84;318;159;25;1289;107,42;107,42
San Gregorio;2120180;1011130;955600;Cachipay;R. Cur¡;2001;73,5;99,3;119,5;19;46,6;10;8,8;9,3;88,2;85,1;72,9;90,9;723,1;60,26;60,26
La Casita;2120112;1004320;1005400;La Calera;R. Teusac ;1998;34;8;115,2;44;217;125;96;77;72;132;127;92;1139,2;94,93;94,93
Col Jos‚ de Caldas;2120190;983520;949766;Viot ;R. Calandaima;2010;13,7;33;86,4;201,4;175;83,8;209,4;27,1;73,4;114,8;218;133,6;1369,6;114,13;114,13
Bojac ;2120075;1014937;970678;Bojac ;R. Bojac ;1964;2,6;17,3;7,4;112,2;112,2;72;37,2;46,8;28,3;55,2;25,8;17,7;534,7;44,56;44,56
Esclusa Merch n;2401043;1121150;1035700;Saboy ;R. Su rez;1985;9,7;24,8;39,6;130,6;107,8;31,4;51,4;50,7;45,3;160;110;21,2;782,5;65,21;65,21
Anclaje 14;2120177;1000500;963800;El Colegio;R. Bogot ;1997;176,5;41,6;28,6;80,7;48,9;54,2;16,7;5;64,9;79,4;110,6;54,6;761,7;63,48;63,48
Isla del Santuario;2401110;1096400;1038000;F£quene;Lag. F£quene;1995;58,5;32,7;271,3;128,7;96,1;44,5;28,1;98,4;113;132,6;212,7;161,6;1378,2;114,85;114,85
Campobello;2120173;1018200;974300;Madrid;R. Bojac ;1986;19,8;59,1;50,2;63,5;112,8;104,7;16,3;22,7;59;178;77;3;766,1;63,84;63,84
Checua;2120540;1057500;1024110;Nemoc¢n;R. Checua;1990;6,3;63,9;38,3;62,8;72;22,4;19,9;31;3,6;146,6;82,1;76,6;625,5;52,13;52,13
Carupa Hospital;2401002;1083120;1019840;Carmen de Carupa;R. Ubat‚;2007;0;0;0;55,9;69;32,7;25,1;92,6;11,7;192,2;47,5;98;624,7;52,06;69,41
La Boyera;2401511;1077900;1025200;Ubat‚;R. Ubat‚;1986;13,1;76;66,5;111,5;61,5;86,8;28,4;23,2;53,4;179,1;89,5;12,1;801,1;66,76;66,76
Venecia;2120629;1027480;964155;Facatativ ;R. Bojac ;1968;75,1;69,1;49;77,6;71,4;159,1;62,7;44,4;165,8;141;120,6;70,9;1106,7;92,23;92,23
La Ramada;2120516;1011430;989110;Funza;R. Bogot ;1958;22,6;50,5;80,4;120,3;55,1;21,5;11,9;71,1;43,3;71,7;93;90,6;732;61;61
Sta Sof¡a;2401046;1123500;1052520;Santa Sof¡a;R. Sutamarch n;1970;58;23;40;97,5;120;69;53;72;105;142;195;97;1071,5;89,29;89,29
Socot ;2401037;1089260;1017290;Carmen de Carupa;R. Simijaca;2006;95;30,5;119,5;216;145;108,5;0;0;18,5;166;204,5;38;1141,5;95,13;114,15
Monserrate;2401036;1088870;1030320;F£quene;Lag. F£quene;1979;7,5;41;104,5;200;135;182,5;64,5;134,5;38;219,5;134;25;1286;107,17;107,17
La Ramada;2120516;1011430;989110;Funza;R. Bogot ;1986;4,2;82,8;43,8;75,7;65,4;100,8;32,1;51,1;86,7;175,8;104,1;4,3;826,8;68,9;68,9
Pe¤as Blancas;2120182;995200;967200;El Colegio;R. Bogot ;1994;98,2;141,2;182,6;227,3;171,6;99,6;67,2;81;64,6;290,5;128,2;22,3;1574,3;131,19;131,19
Anclaje 14;2120177;1000500;963800;El Colegio;R. Bogot ;2009;46,1;43,3;108,5;86,5;85,1;103,9;64,1;8,3;25,8;172,9;171,1;39,1;954,7;79,56;79,56
Pe¤as Blancas;2120182;995200;967200;El Colegio;R. Bogot ;2001;40,2;120,9;164,1;103,3;119,8;71,5;39,7;31,6;93,2;171,9;186,3;210,8;1353,3;112,78;112,78
Tesoro;2120069;1022540;972900;Facatativ ;R. Bojac ;1992;5;6;5,8;31,6;22;19,6;45,3;59,2;140,7;82,7;160,1;50,1;628,1;52,34;52,34
Checua;2120540;1057500;1024110;Nemoc¢n;R. Checua;2000;97,5;45,5;120,7;44;62,3;49,4;50,9;41,5;58,6;55,6;35,6;21,9;683,5;56,96;56,96
Tesoro;2120069;1022540;972900;Facatativ ;R. Bojac ;1948;2;24;34;167;120;57;28;0;0;0;0;0;432;36;61,71
Central No. 2;2401068;1132840;1040390;Puente Nacional;R. Su rez;1969;80,4;131,4;194,7;456,9;175,5;197,4;28,4;118,5;277,6;321,9;253,7;198,2;2434,6;202,88;202,88
La Iberia;2120548;1048900;1038800;Chocont ;Emb. Sisga;1966;5,8;6,4;94,6;41;36,2;77,6;89,5;84,3;40,2;62,9;132,9;54,1;725,5;60,46;60,46
La Candelaria;2401026;1102050;1052390;Raquira;R. Sutamarch n;1963;31,3;59,1;105,7;130,2;165,9;46,5;15,7;5,7;4,5;60,8;91,9;6,8;724,1;60,34;60,34
Lag del Indio;2120184;978500;959200;Viot ;R. Calandaima;2004;84;110,2;11,8;166;167,5;97,6;59,3;14,7;126,7;245,9;332;5,1;1420,8;118,4;118,4
Anclaje 14;2120177;1000500;963800;El Colegio;R. Bogot ;1991;104,9;35,4;239,1;243,6;88,8;38,8;25,3;60,4;159,3;130,6;253,4;68,5;1448,1;120,68;120,68
Checua;2120540;1057500;1024110;Nemoc¢n;R. Checua;1986;6,6;139;73,4;46,7;54,1;77,2;46,6;23,6;32,7;134,3;84,1;7;725,3;60,44;60,44
La Casita;2120112;1004320;1005400;La Calera;R. Teusac ;2001;0;132,7;83,4;38,4;87,6;66,7;70,2;57,7;59,6;96,2;121,8;80,8;895,1;74,59;81,37
El Consuelo;2120096;1043500;1032500;Sesquile;Emb. Tomin‚;2007;0;15,1;81,2;46,4;82,6;129,2;44,1;102,6;24,7;173,5;34,2;72,3;805,9;67,16;73,26
El Consuelo;2120096;1043500;1032500;Sesquile;Emb. Tomin‚;1975;16,5;50,1;71,2;54;86;120,5;76,7;109,1;126,9;98,6;42,3;120,8;972,7;81,06;81,06
Apost¢lica;2120051;989870;971174;Sibat‚;Emb. Mu¤a;2002;16,3;52,9;74,5;106,1;56;48,8;24,1;14,6;0;49,9;50,7;52,7;546,6;45,55;49,69
Villapinz¢n;2120043;1068230;1052450;Villapinz¢n;R. Bogot ;1993;21,3;37,5;42,7;55,5;120;90,3;55,3;36,8;43,6;43,6;147,5;6,2;700,3;58,36;58,36
Socot ;2401037;1089260;1017290;Carmen de Carupa;R. Simijaca;1984;96,5;61,5;59,5;102,5;169,5;84;73,5;111;89,5;102,5;152;54,5;1156,5;96,38;96,38
La Casita;2120112;1004320;1005400;La Calera;R. Teusac ;1996;53;87;118;86;115;79;111;44;29;97;71;147;1037;86,42;86,42
Guerrero;2120214;1057250;1003780;Zipaquir ;R. Fr¡o;2012;56,9;49,7;71,4;235,2;76,5;53,6;128,9;72,5;80,6;199,4;81,4;39,2;1145,3;95,44;95,44
Campamento Ubat‚;2401115;1029476;1077409;Ubat‚;R. Ubat‚;2010;1,6;31,9;20;180,5;136,4;56,3;150,5;31,1;91,7;122,5;202,3;62,7;1087,5;90,63;90,63
Carupa Hospital;2401002;1083120;1019840;Carmen de Carupa;R. Ubat‚;1964;57,9;29,4;34,1;150,1;89;107,7;24,6;25,8;18,1;76,9;81,7;23,3;718,6;59,88;59,88
Univ. Fusagasug ;2119514;967023;982265;Fusagasug ;R. Subia;1998;17,7;37;62;75,6;139,2;54,8;59,1;5,8;46,3;188;204,5;78,3;968,3;80,69;80,69
Villa Paula;2120188;1036980;998200;Tabio;R. Chic£;2003;0;0;0;0;0;0,2;30,6;0;0;0;78,1;0;108,9;9,08;36,3
Guerrero;2120214;1057250;1003780;Zipaquir ;R. Fr¡o;2005;82,6;56,5;66,8;155,7;212;124;73,4;119;125,9;166;131,4;81;1394,3;116,19;116,19
Venecia;2120629;1027480;964155;Facatativ ;R. Bojac ;2005;57,6;40,2;31,3;37,8;95,4;9,2;51,3;19,4;96,4;101,5;29,4;27,6;597,1;49,76;49,76
